,X,exp,wks,bluecol,ind,south,smsa,married,gender,union,edu,col,lwage
450,450,31,44,1,1,0,1,1,0,1,8,0,6.62274
451,451,32,45,1,1,0,1,1,0,1,8,0,6.72263
452,452,33,46,1,1,0,1,1,0,1,8,0,6.77992
453,453,34,36,1,1,0,1,1,0,1,8,0,6.93828
454,454,35,45,1,1,0,1,1,0,1,8,0,7.03439
455,455,36,45,1,1,0,1,1,0,1,8,0,7.04578
456,456,20,49,1,1,1,0,1,0,0,8,0,6.3081
457,457,21,49,1,1,1,0,1,0,0,8,0,6.39693
458,458,22,47,1,1,1,0,1,0,0,8,0,6.51767
459,459,23,49,1,1,1,0,1,0,0,8,0,6.6107
460,460,24,47,1,1,1,0,1,0,0,8,0,6.68711
461,461,25,44,1,1,1,0,1,0,0,8,0,6.77079
462,462,26,48,1,1,1,0,1,0,0,8,0,6.85646
463,463,28,50,1,0,1,0,1,0,0,12,0,5.96615
464,464,29,50,1,0,1,0,1,0,0,12,0,6.02828
465,465,30,49,1,0,1,0,1,0,0,12,0,6.15273
466,466,31,50,1,0,1,0,1,0,0,12,0,6.21461
467,467,32,50,1,0,1,0,1,0,0,12,0,6.30992
468,468,33,50,1,0,1,0,1,0,0,12,0,6.44572
469,469,34,49,1,0,1,0,1,0,0,12,0,6.47697
470,470,34,40,1,1,0,1,1,0,1,12,0,6.45834
471,471,35,47,1,1,0,1,1,0,1,12,0,6.50728
472,472,36,42,1,1,0,1,1,0,1,12,0,6.56808
473,473,37,45,1,1,0,1,1,0,1,12,0,6.66823
474,474,38,47,1,1,0,1,1,0,1,12,0,6.75577
475,475,39,47,1,1,0,1,1,0,1,12,0,6.80239
476,476,40,46,1,1,0,1,1,0,1,12,0,6.95655
477,477,27,49,1,1,0,1,1,0,0,13,0,6.40523
478,478,28,46,1,1,0,1,1,0,0,13,0,6.55678
479,479,29,47,1,1,0,1,1,0,0,13,0,6.62007
480,480,30,47,1,0,0,1,1,0,0,13,0,6.62007
481,481,31,47,1,0,0,1,1,0,0,13,0,6.70319
482,482,32,48,1,0,0,1,1,0,0,13,0,6.83518
483,483,33,48,1,1,0,1,1,0,0,13,0,6.93049
484,484,8,49,0,0,0,1,1,0,0,16,0,6.47697
485,485,9,48,0,0,0,1,1,0,0,16,0,6.47697
486,486,10,49,0,0,0,1,1,0,0,16,0,6.62007
487,487,11,49,0,0,0,0,1,0,0,16,0,6.80239
488,488,12,48,0,0,0,0,1,0,0,16,0,6.90776
489,489,13,48,0,0,0,0,1,0,0,16,0,6.90776
490,490,14,48,0,0,0,0,1,0,0,16,0,7.17012
491,491,7,48,0,0,1,1,0,0,0,16,0,6.69703
492,492,8,49,0,0,1,1,0,0,0,16,0,6.80239
493,493,9,49,0,0,1,1,0,0,0,16,0,6.8977
494,494,10,48,0,0,1,1,0,0,0,16,0,6.95655
495,495,11,46,0,0,1,1,0,0,0,16,0,7.1309
496,496,12,48,0,0,1,1,0,0,0,16,0,7.24423
497,497,13,48,0,0,1,1,0,0,0,16,0,7.40184
498,498,11,40,0,0,0,0,1,0,1,17,0,6.47697
499,499,12,40,0,0,0,0,1,0,1,17,0,6.62007
500,500,13,42,0,0,0,0,1,0,1,17,0,6.62007
501,501,14,40,0,0,0,0,1,0,1,17,0,6.68461
502,502,15,40,0,0,0,0,1,0,1,17,0,6.85646
503,503,16,40,0,0,0,0,1,0,1,17,0,6.90776
504,504,17,42,0,0,0,0,1,0,1,17,0,7.00307
505,505,13,49,1,0,0,1,1,0,1,16,0,6.46147
506,506,14,49,1,0,0,1,1,0,1,16,0,6.65544
507,507,15,49,1,0,0,1,1,0,1,16,0,6.73459
508,508,16,48,0,0,0,1,1,0,1,16,0,6.81344
509,509,17,47,0,0,0,1,1,0,1,16,0,6.91473
510,510,18,47,0,0,0,1,1,0,1,16,0,6.8533
511,511,19,47,0,0,0,1,1,0,1,16,0,7.11314
512,512,3,51,1,1,1,0,0,0,0,13,0,5.4161
513,513,4,51,1,1,1,0,0,0,0,13,0,5.52146
514,514,5,51,1,1,1,0,0,0,0,13,0,5.59842
515,515,6,45,0,0,1,0,0,0,0,13,0,5.70378
516,516,7,50,0,0,1,0,0,0,0,13,0,5.76832
517,517,8,50,1,0,1,0,0,0,0,13,0,5.8861
518,518,9,52,1,0,1,0,0,0,0,13,0,5.85793
519,519,23,36,1,1,1,0,1,0,0,8,1,5.66988
520,520,24,51,1,1,1,0,1,0,0,8,1,5.99146
521,521,25,51,1,1,1,0,1,0,0,8,1,6.08677
522,522,26,24,1,1,1,0,1,0,0,8,1,6.17379
523,523,27,50,1,1,1,0,1,0,0,8,1,6.25575
524,524,28,51,1,1,1,0,1,0,0,8,1,6.43775
525,525,29,47,1,1,1,0,1,0,0,8,1,6.44572
526,526,9,51,1,0,0,1,1,0,0,13,0,5.16479
527,527,10,47,0,0,0,1,1,0,0,13,0,5.62762
528,528,11,50,1,0,0,0,1,0,0,13,0,5.84354
529,529,12,48,1,0,0,0,1,0,0,13,0,5.96101
530,530,13,47,1,0,0,0,1,0,1,13,0,6.02828
531,531,14,47,1,0,0,0,1,0,1,13,0,6.15273
532,532,15,49,1,0,0,0,1,0,0,13,0,6.24611
533,533,10,48,0,0,1,0,1,0,0,10,0,5.52146
534,534,11,52,1,0,1,0,1,0,0,10,0,5.70378
535,535,12,51,1,1,1,0,1,0,0,10,0,6.20456
536,536,13,50,1,0,1,0,1,0,0,10,0,6.05912
537,537,14,39,1,0,1,0,1,0,0,10,0,6.19848
538,538,15,29,1,1,1,0,1,0,0,10,0,6.16121
539,539,16,39,1,0,1,0,1,0,0,10,0,6.2804
540,540,37,44,1,0,0,0,1,0,0,12,0,5.70378
541,541,38,52,1,0,1,1,0,0,0,12,0,5.78383
542,542,39,46,1,0,1,1,0,0,0,12,0,5.78383
543,543,40,48,1,0,1,1,0,0,0,12,0,6.16331
544,544,41,49,1,0,1,1,0,0,0,12,0,6.21461
545,545,42,50,1,0,1,1,0,0,0,12,0,6.21461
546,546,43,50,1,0,1,1,0,0,0,12,0,6.30992
547,547,10,50,1,0,0,0,0,1,0,8,0,5.42935
548,548,11,50,1,0,0,0,0,1,0,8,0,5.47227
549,549,12,50,1,0,0,0,0,1,0,8,0,5.64545
550,550,13,50,1,0,0,0,0,1,0,8,0,5.68698
551,551,14,37,1,0,0,0,0,1,0,8,0,5.85793
552,552,15,50,1,0,0,0,0,1,0,8,0,5.95324
553,553,16,50,1,0,0,0,0,1,0,8,0,6.05209
554,554,5,48,0,1,0,0,1,0,0,17,0,6.74524
555,555,6,50,0,1,0,0,1,0,0,17,0,6.81674
556,556,7,50,0,1,0,0,1,0,0,17,0,6.65929
557,557,8,50,0,1,0,0,1,0,0,17,0,7.09008
558,558,9,50,0,1,0,0,1,0,0,17,0,7.07918
559,559,10,50,0,1,0,0,1,0,0,17,0,6.98472
560,560,11,50,0,1,0,0,1,0,0,17,0,7.26193
561,561,6,46,1,0,0,1,1,0,1,16,0,6.35437
562,562,7,48,1,0,0,1,1,0,1,16,0,6.33683
563,563,8,47,1,0,0,1,1,0,1,16,0,6.43775
564,564,9,49,1,0,0,1,1,0,1,16,0,6.39693
565,565,10,49,0,0,0,1,1,0,0,16,0,7.23346
566,566,11,49,0,0,0,1,1,0,0,16,0,7.35883
567,567,12,50,1,0,0,1,1,0,0,16,0,7.17319
568,568,22,50,1,0,1,0,1,0,1,12,0,6.62007
569,569,23,49,1,0,1,0,1,0,1,12,0,6.66568
570,570,24,44,1,0,1,0,1,0,1,12,0,6.81454
571,571,25,38,1,0,1,0,1,0,1,12,0,6.88857
572,572,26,49,1,0,1,0,1,0,1,12,0,6.9575
573,573,27,50,1,0,1,0,1,0,1,12,0,6.93342
574,574,28,36,1,0,1,0,1,0,1,12,0,7.06561
575,575,12,47,1,0,0,1,0,0,1,12,0,6.12249
576,576,13,46,1,0,0,1,0,0,1,12,0,6.08904
577,577,14,47,1,0,0,1,0,0,1,12,0,6.29157
578,578,15,42,1,0,0,1,0,0,1,12,0,6.39693
579,579,16,48,1,0,0,1,0,0,1,12,0,6.49072
580,580,17,47,1,0,0,1,0,0,1,12,0,6.59715
581,581,18,46,1,0,0,1,0,0,1,12,0,6.56386
582,582,38,42,0,0,1,1,1,0,0,17,1,6.58617
583,583,39,34,0,0,1,1,1,0,0,17,1,6.62007
584,584,40,48,0,0,1,1,1,0,0,17,1,6.62007
585,585,41,46,0,0,1,1,1,0,0,17,1,6.40192
586,586,42,49,0,0,1,1,1,0,0,17,1,6.77422
587,587,43,34,0,0,1,1,1,0,0,17,1,6.9256
588,588,44,47,0,0,1,1,1,0,0,17,1,6.70073
589,589,15,51,1,1,0,0,1,0,1,7,0,6.16331
590,590,16,49,1,1,0,0,1,0,1,7,0,6.22654
591,591,17,50,1,1,0,0,1,0,1,7,0,6.32077
592,592,18,50,1,1,0,0,0,0,1,7,0,6.4552
593,593,19,48,1,1,0,0,0,0,1,7,0,6.51471
594,594,20,50,1,1,0,0,0,0,1,7,0,6.62007
595,595,21,49,1,1,0,0,0,0,1,7,0,6.66823
596,596,3,37,0,0,1,1,0,1,0,12,0,6.21461
597,597,4,49,0,0,1,1,0,1,0,12,0,6.71538
598,598,5,38,0,0,1,1,0,1,0,12,0,6.43775
599,599,6,49,0,0,1,1,0,1,0,12,0,6.65673
600,600,7,39,0,1,1,1,0,1,0,12,0,6.65929
601,601,8,51,0,1,1,1,0,1,0,12,0,6.86485
602,602,9,48,0,0,1,1,0,1,0,12,0,6.65286
603,603,12,41,1,0,0,1,1,0,1,14,0,6.54247
604,604,13,49,1,0,0,1,1,0,1,14,0,6.60259
605,605,14,32,1,0,0,1,1,0,1,14,0,6.74641
606,606,15,50,1,0,0,1,1,0,1,14,0,6.86485
607,607,16,46,1,0,0,1,1,0,1,14,0,6.95845
608,608,17,49,1,0,0,1,1,0,1,14,0,7.01392
609,609,18,49,1,0,0,1,1,0,1,14,0,7.11558
610,610,5,49,0,1,0,1,1,0,0,15,0,6.3699
611,611,6,48,0,1,0,1,1,0,0,15,0,6.39693
612,612,7,48,0,1,0,1,1,0,0,15,0,6.55962
613,613,8,48,0,0,0,1,1,0,0,15,0,6.73102
614,614,9,48,0,0,0,1,1,0,0,15,0,6.86485
615,615,10,47,0,1,0,1,1,0,0,15,0,7.15462
616,616,11,49,0,1,0,1,1,0,0,15,0,7.2724
617,617,11,48,0,0,0,0,1,0,0,12,1,6.05209
618,618,12,47,0,0,0,0,1,0,0,12,1,6.02345
619,619,13,50,0,0,0,0,1,0,0,12,1,6.30992
620,620,14,50,0,0,0,1,1,0,0,12,1,6.38012
621,621,15,49,0,0,0,1,1,0,0,12,1,6.65929
622,622,16,49,0,0,0,1,1,0,0,12,1,6.68461
623,623,17,49,0,0,0,1,1,0,0,12,1,6.73934
624,624,1,48,0,0,0,1,0,1,0,12,0,6.21461
625,625,2,48,0,0,0,1,0,1,0,12,0,6.21461
626,626,3,48,0,0,0,1,0,1,0,12,0,6.30992
627,627,4,48,0,0,0,1,0,1,0,12,0,6.39693
628,628,5,47,0,0,0,1,0,1,0,12,0,6.21461
629,629,6,47,0,0,0,1,0,1,0,12,0,6.39693
630,630,7,49,0,0,0,1,0,1,0,12,0,6.65286
631,631,10,39,1,0,0,1,1,0,1,7,0,6.34388
632,632,11,21,1,1,0,1,1,0,1,7,0,6.41346
633,633,12,40,1,1,0,1,1,0,1,7,0,6.72743
634,634,13,50,1,1,0,1,1,0,1,7,0,6.76504
635,635,14,50,1,1,0,1,1,0,1,7,0,6.85646
636,636,15,43,1,1,0,1,1,0,1,7,0,7.00307
637,637,16,42,1,1,0,1,1,0,1,7,0,7.17012
638,638,5,50,1,0,1,0,1,0,1,14,0,6.47697
639,639,6,49,1,0,1,0,1,0,1,14,0,6.58617
640,640,7,45,1,0,1,0,1,0,1,14,0,6.7334
641,641,8,38,1,0,1,0,1,0,1,14,0,6.81344
642,642,9,48,1,0,1,0,1,0,1,14,0,6.9613
643,643,10,17,0,0,1,0,1,0,0,14,0,6.50279
644,644,11,47,0,0,1,0,1,0,1,14,0,6.70196
645,645,33,49,1,1,1,0,1,0,1,7,0,5.99146
646,646,34,34,1,1,1,0,1,0,0,7,0,6.17794
647,647,35,51,1,1,1,0,1,0,0,7,0,6.17794
648,648,36,50,1,1,1,0,1,0,1,7,0,6.39693
649,649,37,50,1,1,1,0,1,0,1,7,0,6.50129
650,650,38,46,1,1,1,0,1,0,1,7,0,6.60665
651,651,39,31,1,1,1,0,1,0,1,7,0,6.90776
652,652,11,36,0,0,0,1,1,0,1,17,0,6.79122
653,653,12,36,0,0,0,1,1,0,1,17,0,6.84588
654,654,13,38,0,0,0,1,1,0,1,17,0,6.87213
655,655,14,36,0,0,0,1,1,0,1,17,0,6.95655
656,656,15,38,0,0,0,1,1,0,1,17,0,7.09672
657,657,16,41,0,0,0,1,1,0,1,17,0,7.16085
658,658,17,34,0,0,0,1,1,0,1,17,0,7.16085
659,659,37,48,1,1,0,1,1,0,1,8,0,6.28413
660,660,38,48,1,1,0,1,1,0,1,8,0,6.32794
661,661,39,35,1,1,0,1,1,0,1,8,0,6.47697
662,662,40,47,1,1,0,1,1,0,1,8,0,6.50429
663,663,41,46,1,1,0,1,1,0,1,8,0,6.58755
664,664,42,47,1,1,0,1,1,0,1,8,0,6.76504
665,665,43,47,1,1,0,1,1,0,1,8,0,6.81014
666,666,29,50,0,1,0,1,1,0,0,16,0,6.90575
667,667,30,50,0,1,0,1,1,0,0,16,0,6.90575
668,668,31,50,0,1,0,1,1,0,0,16,0,7.34601
669,669,32,49,0,1,0,1,1,0,0,16,0,7.20786
670,670,33,49,0,1,0,1,1,0,0,16,0,7.52294
671,671,34,48,0,1,0,1,1,0,0,16,0,7.67601
672,672,35,49,0,1,0,1,1,0,0,16,0,7.78322
673,673,30,39,1,0,1,0,1,0,0,11,0,6.10925
674,674,31,50,1,0,1,0,1,0,0,11,0,6.22654
675,675,32,50,1,0,1,0,1,0,0,11,0,6.31355
676,676,33,49,1,0,1,0,1,0,0,11,0,6.41999
677,677,34,49,1,0,1,0,0,0,0,11,0,6.51471
678,678,35,49,1,0,1,0,0,0,0,11,0,6.62804
679,679,36,48,1,0,1,0,0,0,0,11,0,6.83195
680,680,16,50,0,1,1,1,1,0,0,17,0,6.72743
681,681,17,52,0,1,1,1,1,0,0,17,0,6.8977
682,682,18,52,0,0,1,1,1,0,0,17,0,6.98379
683,683,19,52,0,1,1,1,1,0,0,17,0,7.07918
684,684,20,50,0,1,1,1,1,0,0,17,0,7.17012
685,685,21,50,0,1,1,1,1,0,0,17,0,7.14756
686,686,22,50,0,1,1,1,1,0,0,17,0,7.36518
687,687,12,49,1,1,0,1,0,0,0,12,0,5.78074
688,688,13,49,1,1,0,1,0,0,0,12,0,5.826
689,689,14,50,1,1,0,1,0,0,0,12,0,5.84644
690,690,15,45,1,1,0,1,0,0,0,12,0,5.95584
691,691,16,47,1,1,0,1,0,0,0,12,0,6.06611
692,692,17,45,0,1,0,1,0,0,0,12,0,6.19032
693,693,18,49,1,1,0,1,0,0,0,12,0,6.23637
694,694,8,44,1,0,0,1,1,0,0,11,0,5.99146
695,695,9,51,1,0,0,1,1,0,0,11,0,6.10925
696,696,10,51,1,0,0,1,1,0,0,11,0,6.39693
697,697,11,51,1,0,0,1,1,0,0,11,0,6.39693
698,698,12,50,1,0,0,1,1,0,0,11,0,6.47697
699,699,13,51,1,0,0,1,1,0,0,11,0,6.47697
700,700,14,51,1,0,0,1,1,0,0,11,0,6.55108
701,701,29,47,1,1,0,1,1,0,0,14,0,6.69703
702,702,30,47,1,1,0,1,1,0,0,14,0,6.79682
703,703,31,36,1,1,0,1,1,0,0,14,0,6.89467
704,704,32,46,1,1,0,1,1,0,0,14,0,6.96885
705,705,33,43,0,1,0,1,0,0,0,14,0,6.9256
706,706,34,44,1,1,0,1,1,0,0,14,0,7.18007
707,707,35,45,0,1,0,1,1,0,0,14,0,7.17242
708,708,3,50,0,1,0,1,0,0,0,17,0,6.68461
709,709,4,50,0,1,0,1,0,0,0,17,0,6.80239
710,710,5,49,0,1,0,1,0,0,0,17,0,6.90776
711,711,6,48,0,1,0,1,0,0,0,17,0,7.04752
712,712,7,49,0,1,0,1,0,0,0,17,0,7.04752
713,713,8,49,0,1,0,1,0,0,0,17,0,7.31322
714,714,9,49,0,1,0,1,0,0,0,17,0,7.43838
715,715,14,35,0,0,0,1,1,0,0,16,0,6.30992
716,716,15,35,0,0,0,1,1,0,0,16,0,6.58617
717,717,16,44,0,0,0,1,1,0,0,16,0,6.62007
718,718,17,43,0,0,0,1,1,0,0,16,0,6.90776
719,719,18,42,0,0,0,1,1,0,0,16,0,6.96602
720,720,19,42,0,0,0,1,1,0,0,16,0,7.06902
721,721,20,43,0,0,0,1,1,0,0,16,0,6.95655
722,722,17,52,1,1,1,1,0,0,0,7,0,5.73657
723,723,18,51,1,1,1,1,0,0,0,7,0,5.81413
724,724,19,50,1,1,1,1,0,0,0,7,0,5.8999
725,725,20,50,1,1,1,1,0,0,0,7,0,5.94017
726,726,21,50,1,1,1,1,0,0,0,7,0,6.13123
727,727,22,49,1,1,1,1,0,0,0,7,0,6.13123
728,728,23,48,1,1,1,1,0,0,0,7,0,6.10925
729,729,11,49,0,0,1,1,0,0,0,14,0,6.67203
730,730,12,48,0,0,1,1,0,0,0,14,0,6.84268
731,731,13,47,0,0,1,1,0,0,0,14,0,6.84055
732,732,14,48,0,0,1,1,0,0,0,14,0,6.85646
733,733,15,49,0,0,1,1,0,0,0,14,0,6.99485
734,734,16,46,0,0,1,1,1,0,0,14,0,7.05618
735,735,17,47,0,0,1,1,1,0,0,14,0,7.29709
736,736,6,49,0,0,1,1,1,0,0,12,0,6.36303
737,737,7,51,0,0,1,1,1,0,0,12,0,6.47697
738,738,8,50,0,0,1,1,1,0,0,12,0,6.57228
739,739,9,49,0,0,1,1,1,0,0,12,0,6.65929
740,740,10,49,0,0,1,1,1,0,0,12,0,6.80239
741,741,11,48,0,0,1,1,1,0,0,12,0,6.58893
742,742,12,49,0,1,1,1,1,0,0,12,0,6.76849
743,743,31,47,0,1,0,1,1,0,0,12,0,6.90575
744,744,32,48,0,1,0,1,1,0,0,12,0,6.90575
745,745,33,48,0,1,0,1,1,0,0,12,0,7.1309
746,746,34,45,0,1,0,1,1,0,0,12,0,7.1309
747,747,35,41,0,1,0,1,1,0,0,12,0,7.31322
748,748,36,42,0,1,0,1,1,0,0,12,0,7.32975
749,749,37,47,0,1,0,1,1,0,0,12,0,7.49554
750,750,15,31,1,1,0,0,1,0,1,12,0,6.24611
751,751,16,51,1,1,0,0,1,0,0,12,0,6.21461
752,752,17,45,1,1,0,0,1,0,1,12,0,6.47697
753,753,18,49,1,1,0,0,1,0,1,12,0,6.49677
754,754,19,48,1,1,0,0,1,0,1,12,0,6.61473
755,755,20,47,1,1,0,0,1,0,1,12,0,6.74524
756,756,21,45,1,1,0,0,1,0,1,12,0,7.1309
757,757,25,48,0,1,0,1,1,0,1,12,0,6.74524
758,758,26,48,0,1,0,1,1,0,0,12,0,6.81344
759,759,27,48,0,1,0,1,1,0,0,12,0,6.87213
760,760,28,47,0,1,0,1,1,0,0,12,0,7.10661
761,761,29,47,0,1,0,1,1,0,0,12,0,7.24423
762,762,30,47,1,1,0,1,1,0,0,12,0,7.2998
763,763,31,49,0,1,0,1,1,0,0,12,0,7.37776
764,764,37,47,0,1,0,1,1,0,1,12,0,6.50728
765,765,38,46,0,1,0,1,1,0,1,12,0,6.55108
766,766,39,46,0,1,0,1,1,0,1,12,0,6.8773
767,767,40,46,0,1,0,1,1,0,1,12,0,6.55108
768,768,41,47,0,1,0,1,1,0,1,12,0,7.04752
769,769,42,47,0,1,0,1,1,0,1,12,0,6.83411
770,770,43,40,0,1,0,1,1,0,1,12,0,6.74524
771,771,6,50,1,0,0,0,0,0,0,13,0,6.10925
772,772,7,49,1,0,0,0,0,0,0,13,0,6.31355
773,773,8,49,1,0,0,0,0,0,0,13,0,6.45362
774,774,9,49,0,0,0,1,0,0,0,13,0,6.68461
775,775,10,51,0,0,0,1,0,0,0,13,0,6.79122
776,776,11,52,0,0,0,1,0,0,0,13,0,6.83518
777,777,12,49,0,0,0,1,0,0,0,13,0,6.96791
778,778,19,49,0,0,0,1,0,0,0,13,0,6.90575
779,779,20,49,0,0,0,1,0,0,0,13,0,6.90575
780,780,21,49,0,0,0,1,0,0,0,13,0,7.1107
781,781,22,48,0,0,0,1,0,0,0,13,0,7.25134
782,782,23,46,0,0,0,1,0,0,0,13,0,7.34601
783,783,24,46,0,0,0,1,0,0,0,13,0,7.34601
784,784,25,48,0,0,0,1,0,0,0,13,0,7.2998
785,785,27,39,0,0,0,1,1,0,0,17,0,6.90575
786,786,28,36,0,0,0,1,1,0,0,17,0,6.90575
787,787,29,50,0,0,0,1,1,0,0,17,0,7.17012
788,788,30,48,0,0,0,1,1,0,0,17,0,7.4553
789,789,31,48,0,0,0,1,1,0,0,17,0,7.56008
790,790,32,39,0,0,0,1,1,0,0,17,0,7.37212
791,791,33,39,0,0,0,1,1,0,0,17,0,7.75577
792,792,29,50,0,0,0,1,1,0,0,17,0,6.28972
793,793,30,50,0,0,0,1,1,0,0,17,0,6.3613
794,794,31,50,0,0,0,0,1,0,0,17,0,6.43615
795,795,32,50,0,0,0,0,1,0,0,17,0,6.43455
796,796,33,49,0,0,0,0,1,0,0,17,0,6.41182
797,797,34,49,0,0,0,0,1,0,0,17,0,6.3699
798,798,35,49,0,0,0,0,1,0,0,17,0,6.4677
799,799,14,49,0,1,0,0,1,0,0,12,0,6.69456
800,800,15,49,0,1,0,0,1,0,0,12,0,6.76849
801,801,16,49,0,1,0,0,1,0,0,12,0,6.90776
802,802,17,49,0,1,0,0,1,0,0,12,0,7.03966
803,803,18,49,0,1,0,0,1,0,0,12,0,7.02554
804,804,19,49,0,1,0,0,1,0,0,12,0,7.22766
805,805,20,48,1,1,0,0,1,0,0,12,0,7.21229
806,806,14,50,1,1,0,0,1,0,1,14,0,6.74052
807,807,15,50,1,1,0,0,1,0,1,14,0,6.82979
808,808,16,49,1,1,0,0,1,0,1,14,0,6.80239
809,809,17,48,1,1,0,0,1,0,1,14,0,6.94698
810,810,18,50,1,1,0,0,1,0,1,14,0,7.01031
811,811,19,49,1,1,0,0,1,0,1,14,0,7.13569
812,812,20,48,1,1,0,0,1,0,1,14,0,7.06817
813,813,14,38,0,0,0,1,0,1,0,17,0,6.57925
814,814,15,36,0,0,0,1,0,1,1,17,0,6.39693
815,815,16,39,0,0,0,1,0,1,1,17,0,6.62007
816,816,17,42,0,0,0,1,0,1,1,17,0,6.7093
817,817,18,39,0,0,0,1,0,1,1,17,0,6.76849
818,818,19,27,0,0,0,1,0,1,1,17,0,6.93537
819,819,20,43,0,0,0,1,0,1,1,17,0,7.04752
820,820,25,41,1,1,0,0,1,0,1,9,0,6.58617
821,821,26,48,1,1,0,0,1,0,1,9,0,6.68461
822,822,27,48,1,1,0,0,1,0,1,9,0,6.71538
823,823,28,47,1,1,0,0,1,0,1,9,0,6.77422
824,824,29,41,1,1,0,0,1,0,1,9,0,6.85646
825,825,30,43,1,1,0,0,1,0,1,9,0,6.91672
826,826,31,47,1,1,0,0,1,0,1,9,0,6.99942
827,827,16,50,0,0,0,1,1,0,0,17,0,6.90575
828,828,17,50,0,0,0,1,1,0,0,17,0,6.90575
829,829,18,51,0,0,0,1,1,0,0,17,0,8.08641
830,830,19,49,0,0,0,1,1,0,0,17,0,8.22951
831,831,20,52,0,0,0,1,1,0,0,17,0,7.90986
832,832,21,50,0,1,0,1,1,0,0,17,0,8.12089
833,833,22,50,0,0,0,1,1,0,0,17,0,8.537
834,834,14,51,1,1,0,1,1,0,0,12,0,6.24417
835,835,15,50,1,1,0,1,1,0,0,12,0,6.39693
836,836,16,50,1,1,0,1,1,0,0,12,0,6.90776
837,837,17,49,1,1,0,1,1,0,0,12,0,6.90776
838,838,18,50,1,1,0,1,1,0,0,12,0,6.77194
839,839,19,50,1,1,0,1,1,0,0,12,0,6.86693
840,840,20,49,1,1,0,1,1,0,0,12,0,6.90776
841,841,13,51,0,1,0,1,1,0,0,16,0,6.90575
842,842,14,49,0,1,0,1,1,0,0,16,0,6.90575
843,843,15,49,0,1,0,0,0,0,0,16,0,7.46737
844,844,16,48,0,1,0,0,0,0,0,16,0,7.52294
845,845,17,49,0,1,0,0,0,0,0,16,0,7.6009
846,846,18,50,0,1,0,0,0,0,0,16,0,7.50769
847,847,19,49,0,1,0,0,0,0,0,16,0,7.64969
848,848,15,49,1,0,0,0,1,0,1,12,0,6.62007
849,849,16,48,1,0,0,0,1,0,1,12,0,6.71417
850,850,17,48,1,0,0,0,1,0,1,12,0,6.81892
851,851,18,49,1,0,0,0,1,0,1,12,0,6.97635
852,852,19,48,1,0,0,0,1,0,1,12,0,6.92658
853,853,20,49,1,0,0,0,1,0,1,12,0,7.00307
854,854,21,50,1,0,0,0,1,0,1,12,0,7.00307
855,855,27,47,1,1,1,0,1,0,1,8,0,6.30992
856,856,28,43,1,1,1,0,1,0,1,8,0,6.55108
857,857,29,50,1,1,1,0,1,0,1,8,0,6.56526
858,858,30,47,1,1,1,0,1,0,1,8,0,6.74524
859,859,31,47,1,1,1,0,1,0,1,8,0,6.93925
860,860,32,39,1,1,1,0,1,0,1,8,0,6.95655
861,861,33,29,1,1,1,0,1,0,1,8,0,7.00307
862,862,28,49,0,0,1,0,1,0,0,16,0,6.8977
863,863,29,50,0,0,1,0,1,0,0,16,0,6.90575
864,864,30,49,0,0,1,0,1,0,0,16,0,7.17012
865,865,31,49,0,0,1,0,1,0,0,16,0,7.31322
866,866,32,49,0,0,1,0,1,0,0,16,0,7.37776
867,867,33,49,0,0,1,0,1,0,0,16,0,7.49554
868,868,34,47,0,0,1,0,1,0,0,16,0,7.49554
869,869,14,38,1,1,1,1,1,0,1,12,0,6.22059
870,870,15,49,1,1,1,1,1,0,1,12,0,6.30079
871,871,16,49,1,1,1,1,1,0,1,12,0,6.37673
872,872,17,49,1,1,1,1,1,0,1,12,0,6.50129
873,873,18,49,1,1,1,1,1,0,1,12,0,6.62007
874,874,19,49,1,1,1,1,1,0,1,12,0,6.78672
875,875,20,49,1,1,1,1,1,0,1,12,0,6.91672
876,876,3,38,1,1,0,0,1,0,0,12,0,6.41673
877,877,4,51,1,1,0,0,1,0,0,12,0,6.4892
878,878,5,49,1,1,0,0,1,0,0,12,0,6.6174
879,879,6,51,1,1,0,0,1,0,0,12,0,6.70564
880,880,7,51,1,1,0,0,1,0,0,12,0,6.85646
881,881,8,50,1,0,0,0,1,0,0,12,0,6.43775
882,882,9,52,1,0,0,0,1,0,0,12,0,5.7462
883,883,28,51,1,0,0,1,1,0,1,14,0,6.83518
884,884,29,48,1,0,0,1,1,0,1,14,0,6.90575
885,885,30,48,1,0,0,1,1,0,1,14,0,7.08171
886,886,31,45,1,0,0,1,1,0,1,14,0,7.09838
887,887,32,48,1,0,0,1,1,0,1,14,0,7.37776
888,888,33,49,1,0,0,1,1,0,1,14,0,7.43838
889,889,34,37,1,0,0,1,1,0,1,14,0,7.35244
890,890,27,48,1,0,0,0,1,0,0,12,0,5.52146
891,891,28,30,1,0,0,0,1,0,0,12,0,5.89715
892,892,29,50,1,1,0,0,1,0,1,12,0,6.35611
893,893,30,50,1,1,0,0,1,0,1,12,0,6.47697
894,894,31,49,1,1,0,0,1,0,1,12,0,6.54679
895,895,32,42,1,1,0,0,1,0,1,12,0,6.65673
896,896,33,41,1,1,0,1,1,0,0,12,0,6.76273
897,897,31,49,0,1,0,1,1,0,1,8,0,6.07074
898,898,32,48,0,1,0,1,1,0,1,8,0,6.12687
899,899,33,49,0,1,0,1,1,0,1,8,0,6.21461
